age,annual_income,employment_years,loan_amount,credit_score,existing_debt,num_open_accounts,previous_defaults,loan_purpose,debt_to_income,loan_to_income,risk_category
40,32758.83,3.0,4336.44,780,7069.77,7,0,medical,0.2158,0.1324,Medium
32,56722.5,5.6,10669.18,680,507.94,6,1,other,0.009,0.1881,Medium
63,63639.49,7.5,10977.54,719,17717.94,9,0,home_improvement,0.2784,0.1725,Low
51,14580.33,1.6,14004.38,609,6031.35,11,0,business,0.4136,0.9604,High
47,174821.23,0.3,20632.49,687,7014.35,4,0,debt_consolidation,0.0401,0.118,Medium
52,19821.19,2.6,6924.72,611,2121.81,1,1,education,0.107,0.3493,Medium
30,37753.58,0.8,27456.98,606,4198.29,4,0,debt_consolidation,0.1112,0.7272,Low
23,13641.28,1.6,3264.42,704,6750.02,3,0,business,0.4948,0.2393,Medium
47,42875.05,14.7,4850.5,628,8456.91,13,0,home_improvement,0.1972,0.1131,Low
55,38920.18,9.4,23491.38,600,8245.24,7,0,debt_consolidation,0.2118,0.6036,Medium
51,37954.88,4.5,14219.15,751,6137.44,13,0,medical,0.1617,0.3746,Low
35,57077.59,2.6,37197.9,587,3509.23,13,0,education,0.0615,0.6517,Medium
36,43394.77,1.5,21153.93,805,1643.8,5,0,debt_consolidation,0.0379,0.4875,Medium
33,64164.76,4.2,13459.2,735,4031.64,0,0,home_improvement,0.0628,0.2098,Low
55,26405.69,3.8,9943.96,789,22406.17,4,0,debt_consolidation,0.8485,0.3766,High
31,50954.67,7.6,9168.72,595,1653.81,7,0,debt_consolidation,0.0325,0.1799,Medium
41,35744.78,13.2,16652.04,706,1379.26,0,1,debt_consolidation,0.0386,0.4658,Medium
31,40734.48,2.0,9424.14,668,23932.07,0,0,debt_consolidation,0.5875,0.2313,High
50,56115.89,1.2,15516.97,725,5121.32,11,1,home_improvement,0.0913,0.2765,Medium
55,38095.34,2.6,8906.43,606,1403.81,11,0,education,0.0368,0.2338,Low
42,46509.74,2.9,15085.74,738,5169.48,14,0,debt_consolidation,0.1111,0.3243,Medium
58,27525.75,0.2,33647.94,700,3872.02,2,0,education,0.1407,1.2224,Medium
51,84775.01,9.9,18633.17,638,17704.58,13,0,education,0.2088,0.2198,Medium
34,70560.23,27.1,10085.6,529,15639.49,12,0,home_improvement,0.2216,0.1429,Medium
44,51533.73,12.8,16489.07,731,6678.16,0,0,debt_consolidation,0.1296,0.32,Low
52,43419.76,9.9,15770.72,640,8318.41,13,0,education,0.1916,0.3632,Medium
56,46528.22,24.5,15123.86,585,4264.18,13,0,debt_consolidation,0.0916,0.325,Low
52,83869.03,11.9,16821.11,614,22316.89,5,1,debt_consolidation,0.2661,0.2006,High
35,68104.79,5.8,23026.88,701,5296.95,12,0,business,0.0778,0.3381,Low
63,84577.38,0.9,25459.92,638,2817.25,4,0,other,0.0333,0.301,Medium
55,41318.04,0.9,13377.35,663,13985.57,11,0,education,0.3385,0.3238,Medium
23,62423.66,0.3,5844.25,672,6125.9,4,1,debt_consolidation,0.0981,0.0936,High
36,88817.32,2.7,14057.09,571,4333.55,2,0,medical,0.0488,0.1583,Medium
25,30851.08,8.3,12154.21,697,2838.95,1,0,home_improvement,0.092,0.394,Low
41,29895.96,3.4,18592.4,701,3781.43,0,0,debt_consolidation,0.1265,0.6219,Medium
30,56252.3,2.3,6460.86,820,14060.83,1,0,home_improvement,0.25,0.1149,Low
39,26437.24,0.6,18038.61,703,4847.7,14,1,medical,0.1834,0.6823,High
45,19773.29,0.3,14423.29,678,4713.97,9,0,home_improvement,0.2384,0.7294,High
24,88196.53,2.5,7446.44,519,1144.91,8,0,home_improvement,0.013,0.0844,High
49,96225.46,0.5,3849.31,704,4219.5,9,0,other,0.0438,0.04,Low
39,27173.3,0.5,22506.09,798,4701.19,4,0,business,0.173,0.8282,Low
63,23956.78,2.5,7379.99,607,6363.62,11,0,home_improvement,0.2656,0.308,High
22,35362.43,3.5,5497.49,531,3585.85,10,0,education,0.1014,0.1555,Medium
30,91711.6,1.0,9520.91,594,6904.64,7,0,other,0.0753,0.1038,Low
63,39919.92,5.8,26978.22,711,8505.48,2,0,other,0.2131,0.6758,Medium
45,51397.64,2.7,15020.67,619,2848.11,4,0,education,0.0554,0.2922,Low
40,57668.18,0.5,17445.03,590,20775.99,11,0,medical,0.3603,0.3025,High
39,53472.56,5.1,12981.42,673,2353.52,6,0,other,0.044,0.2428,Low
43,103469.85,2.2,16009.36,668,1226.88,11,0,education,0.0119,0.1547,High
44,34202.52,0.3,11819.39,762,7796.74,1,0,business,0.228,0.3456,Low
31,46578.61,14.8,10071.85,616,5457.83,2,1,debt_consolidation,0.1172,0.2162,High
54,55061.88,4.2,9097.17,659,7823.6,2,0,education,0.1421,0.1652,Low
48,47834.49,3.2,11115.79,483,3431.78,14,0,business,0.0717,0.2324,High
25,26647.47,9.8,56843.34,607,13100.1,10,1,other,0.4916,2.1331,High
25,23475.96,13.8,18811.81,673,9323.14,8,0,debt_consolidation,0.3971,0.8013,Medium
41,23231.43,1.2,7985.25,629,59562.88,10,0,other,2.5638,0.3437,High
32,70483.04,8.3,6013.1,472,3564.75,0,1,other,0.0506,0.0853,High
24,32526.11,8.9,12655.77,700,3859.42,12,0,debt_consolidation,0.1187,0.3891,Low
62,61984.36,0.3,4790.65,692,2702.28,8,0,medical,0.0436,0.0773,Low
40,51193.69,6.2,23009.91,577,2346.02,13,0,business,0.0458,0.4495,Medium
58,30108.76,0.3,2887.89,706,6117.66,13,0,debt_consolidation,0.2032,0.0959,Low
45,30486.84,4.5,11078.62,548,1877.72,0,0,education,0.0616,0.3634,High
34,52418.07,5.5,4536.84,592,1712.62,11,0,education,0.0327,0.0865,Low
31,50962.35,2.3,17478.72,762,5596.37,9,0,home_improvement,0.1098,0.343,High
52,62693.69,10.6,8477.77,754,14461.63,6,0,business,0.2307,0.1352,Low
31,38997.3,8.1,20389.44,705,1225.03,11,0,debt_consolidation,0.0314,0.5228,Medium
38,32101.12,13.0,3647.1,601,6956.67,13,0,debt_consolidation,0.2167,0.1136,Medium
47,51789.11,1.9,26311.51,686,3310.41,10,1,other,0.0639,0.508,High
38,99703.85,0.1,16492.59,690,1084.77,3,0,debt_consolidation,0.0109,0.1654,Low
43,19180.71,8.3,13083.96,511,3142.98,9,0,business,0.1639,0.6821,High
31,32875.19,1.3,8059.25,566,10656.61,7,0,debt_consolidation,0.3241,0.2451,Medium
41,65855.62,3.1,11094.01,737,8652.74,0,0,medical,0.1314,0.1685,High
64,54624.78,8.5,20543.03,443,1138.74,0,0,education,0.0208,0.3761,High
25,66337.43,1.2,8092.37,657,4970.98,5,0,debt_consolidation,0.0749,0.122,Medium
43,39544.13,1.9,12493.64,646,13283.96,14,0,medical,0.3359,0.3159,Low
61,21895.62,2.9,11154.62,586,16798.8,14,0,home_improvement,0.7672,0.5094,Medium
45,113068.19,1.6,14897.78,651,4316.55,4,0,medical,0.0382,0.1318,Medium
61,84281.52,3.1,5788.03,650,3818.19,14,1,debt_consolidation,0.0453,0.0687,Low
30,48431.75,0.0,31926.57,661,7497.41,4,0,home_improvement,0.1548,0.6592,Low
42,32182.23,1.2,23433.81,639,8547.29,1,0,debt_consolidation,0.2656,0.7281,Low
39,38357.92,8.9,4611.81,695,2864.36,1,0,education,0.0747,0.1202,Low
21,54969.94,2.7,4111.06,709,5231.75,3,0,debt_consolidation,0.0952,0.0748,Low
27,43225.41,5.1,31055.22,581,4052.3,1,0,business,0.0937,0.7184,Low
24,48666.71,1.3,13902.77,730,8550.54,3,0,education,0.1757,0.2857,Low
21,109652.18,5.2,4531.76,636,3334.79,4,0,debt_consolidation,0.0304,0.0413,Low
35,77795.4,40.0,9930.11,486,2066.22,3,0,debt_consolidation,0.0266,0.1276,Medium
60,27299.15,4.5,11227.43,614,1009.57,5,0,education,0.037,0.4113,High
32,50942.84,4.9,19603.01,646,6543.77,11,0,home_improvement,0.1285,0.3848,High
42,37790.7,0.6,23552.43,534,2200.22,14,0,business,0.0582,0.6232,High
42,56895.5,2.6,14403.8,640,4021.92,12,0,home_improvement,0.0707,0.2532,Medium
37,47492.84,9.9,12046.23,624,4856.27,2,0,home_improvement,0.1023,0.2536,Medium
49,216176.26,9.0,10049.75,677,2993.83,1,0,home_improvement,0.0138,0.0465,Low
34,60756.59,3.7,31092.63,615,6685.36,0,0,business,0.11,0.5117,Medium
40,45839.8,11.7,10369.39,640,37981.87,4,0,business,0.8286,0.2262,Medium
53,123192.45,0.8,18217.26,727,19297.49,3,0,education,0.1566,0.1479,Medium
63,54326.9,5.4,7015.49,674,2193.61,8,0,business,0.0404,0.1291,Medium
35,22940.01,1.4,6247.34,673,2707.07,9,0,business,0.118,0.2723,Medium
32,46063.52,5.2,14980.33,623,2440.35,0,0,medical,0.053,0.3252,Low
60,66626.1,0.5,10639.22,571,1346.2,8,0,debt_consolidation,0.0202,0.1597,High
40,62458.95,14.4,5855.22,695,5732.88,7,0,business,0.0918,0.0937,Low
50,81031.02,7.7,11013.28,568,7296.83,13,0,debt_consolidation,0.09,0.1359,Low
58,52937.02,1.1,59435.53,776,5706.05,9,0,education,0.1078,1.1227,Medium
23,51100.8,5.1,13063.17,565,5769.85,11,0,medical,0.1129,0.2556,Medium
48,24312.9,7.1,11159.84,632,1081.78,11,0,home_improvement,0.0445,0.459,Low
46,105262.35,1.2,11171.09,729,1148.24,10,1,business,0.0109,0.1061,Low
50,42074.55,0.5,27424.88,644,8189.32,14,0,home_improvement,0.1946,0.6518,Medium
33,30038.42,2.2,12245.17,681,4521.74,3,0,education,0.1505,0.4076,Low
33,182399.38,0.7,15506.16,662,10042.14,10,0,business,0.0551,0.085,Low
22,113555.03,4.2,20538.36,532,2254.69,12,1,business,0.0199,0.1809,High
57,39187.99,2.8,29216.77,572,3829.04,1,0,debt_consolidation,0.0977,0.7455,High
58,19142.46,3.1,8634.29,629,3267.11,14,0,debt_consolidation,0.1707,0.451,Medium
22,34226.8,3.9,7499.45,642,17621.12,2,0,business,0.5148,0.2191,Medium
56,107965.59,20.1,8704.74,708,17786.22,9,1,debt_consolidation,0.1647,0.0806,Medium
46,53549.23,7.9,19768.31,656,2146.03,8,0,debt_consolidation,0.0401,0.3692,Low
31,24966.29,5.0,21175.66,639,5530.26,9,0,debt_consolidation,0.2215,0.8481,Medium
28,72547.06,2.3,15026.8,619,9473.25,1,0,home_improvement,0.1306,0.2071,Medium
64,44137.76,0.1,24039.89,715,10847.23,7,0,debt_consolidation,0.2458,0.5446,High
60,35441.86,0.6,21188.26,596,2615.72,9,0,other,0.0738,0.5978,Medium
63,36812.02,6.6,9199.61,559,6686.64,0,0,education,0.1816,0.2499,Medium
42,94201.96,2.3,5433.07,637,5479.96,14,0,debt_consolidation,0.0582,0.0577,Medium
40,64428.94,2.0,10264.38,717,4564.33,3,0,medical,0.0708,0.1593,Low
28,23317.77,11.0,18442.48,603,606.97,2,0,debt_consolidation,0.026,0.7909,Medium
49,58899.88,3.3,17966.64,667,3156.42,12,0,education,0.0536,0.305,Medium
60,51730.74,11.5,4528.34,575,3602.97,9,0,home_improvement,0.0696,0.0875,Low
46,39727.39,10.9,3240.04,590,8637.47,1,0,home_improvement,0.2174,0.0816,Medium
50,40788.66,0.4,20217.67,765,4099.96,2,0,home_improvement,0.1005,0.4957,Low
37,31808.02,14.5,20516.39,484,13498.61,2,0,debt_consolidation,0.4244,0.645,High
40,35197.73,0.4,16575.5,590,1484.73,13,0,education,0.0422,0.4709,Medium
36,56662.15,16.6,23000.05,511,14414.68,8,0,business,0.2544,0.4059,Medium
63,42668.45,3.0,15156.5,587,2936.1,2,0,debt_consolidation,0.0688,0.3552,Medium
27,64398.19,7.2,6019.18,715,3011.03,8,0,home_improvement,0.0468,0.0935,Low
36,33107.34,6.1,11088.9,770,3815.48,3,1,education,0.1152,0.3349,Low
47,69824.99,3.7,12754.9,550,1298.25,0,0,debt_consolidation,0.0186,0.1827,High
43,94581.98,4.8,9489.32,707,5287.23,7,0,education,0.0559,0.1003,Medium
44,48854.81,15.0,9389.78,544,47851.34,9,0,debt_consolidation,0.9794,0.1922,High
29,63596.47,13.1,12637.76,597,2197.18,4,0,education,0.0345,0.1987,Low
55,64849.3,5.3,8126.87,671,3329.05,1,0,home_improvement,0.0513,0.1253,High
40,38137.41,5.4,3719.51,508,7892.6,8,1,debt_consolidation,0.2069,0.0975,High
57,64970.1,1.4,14245.81,595,4589.03,6,0,business,0.0706,0.2193,Low
62,15768.71,8.8,28200.05,643,11073.81,5,1,business,0.7022,1.7882,High
37,12922.39,5.0,3558.42,484,1394.57,1,0,business,0.1079,0.2753,Medium
51,41575.27,8.8,14758.13,584,1883.78,5,0,other,0.0453,0.355,High
28,67287.71,5.4,7283.65,609,5953.9,11,1,home_improvement,0.0885,0.1082,Medium
35,46979.82,1.8,20090.25,591,317.65,13,0,other,0.0068,0.4276,High
51,71177.84,1.1,16789.99,608,1622.45,6,0,debt_consolidation,0.0228,0.2359,High
50,26879.85,0.4,25124.76,676,1055.22,13,0,other,0.0393,0.9347,Medium
40,76223.09,4.4,8050.1,666,5165.19,11,0,business,0.0678,0.1056,Low
59,110680.87,1.7,13897.12,751,3261.17,13,0,business,0.0295,0.1256,Low
32,34606.43,5.0,59502.18,629,1512.95,14,0,medical,0.0437,1.7193,High
37,72077.66,0.3,15089.3,528,5441.83,4,0,business,0.0755,0.2093,High
62,49583.29,2.4,20447.57,480,9142.06,14,0,business,0.1844,0.4124,High
50,61139.92,1.5,31005.15,757,1611.87,4,0,home_improvement,0.0264,0.5071,Low
49,110570.19,2.3,7867.19,645,4381.34,11,0,education,0.0396,0.0712,Medium
39,57736.89,0.3,3978.72,674,5839.05,3,0,debt_consolidation,0.1011,0.0689,Low
31,71841.75,6.4,4828.28,715,7784.13,13,0,debt_consolidation,0.1083,0.0672,Low
54,26068.36,0.6,6661.6,666,1365.27,9,0,debt_consolidation,0.0524,0.2555,Medium
27,70743.82,0.1,10389.15,747,2123.09,11,0,business,0.03,0.1469,Low
64,109645.05,14.6,17997.16,709,4319.22,0,0,debt_consolidation,0.0394,0.1641,Medium
54,30891.91,1.1,23668.68,729,4691.9,9,0,medical,0.1519,0.7662,Low
40,41709.68,8.8,7007.51,584,30627.01,6,0,debt_consolidation,0.7343,0.168,Medium
58,69082.96,16.7,48379.99,712,9315.16,2,0,business,0.1348,0.7003,Low
44,61321.88,3.8,29144.12,684,3485.0,14,0,home_improvement,0.0568,0.4753,Medium
30,24838.15,3.7,9862.12,573,3672.72,4,0,education,0.1479,0.397,Medium
52,53234.17,2.3,55753.57,777,3842.96,12,0,home_improvement,0.0722,1.0473,Low
35,41508.73,2.8,19075.13,642,1799.83,12,0,home_improvement,0.0434,0.4595,Medium
57,30202.27,3.3,12834.84,509,3844.35,7,0,home_improvement,0.1273,0.4249,Medium
40,96602.74,0.8,7614.34,708,24077.24,1,0,home_improvement,0.2492,0.0788,Medium
23,49154.82,2.3,6843.19,690,621.08,3,0,debt_consolidation,0.0126,0.1392,Low
57,80139.51,8.5,23443.87,628,4982.04,8,0,home_improvement,0.0622,0.2925,Low
60,27263.21,1.0,14154.35,696,25310.46,10,0,education,0.9283,0.5192,High
28,65806.43,6.5,17234.86,583,19592.23,12,0,home_improvement,0.2977,0.2619,Medium
60,83353.41,5.3,6754.53,688,9982.0,14,0,medical,0.1198,0.081,Low
64,43430.87,0.3,18519.11,710,5107.81,1,0,medical,0.1176,0.4264,Medium
43,38231.3,0.1,13968.72,678,10067.23,7,0,debt_consolidation,0.2633,0.3654,Medium
60,25536.5,2.2,6966.91,651,6374.53,8,0,debt_consolidation,0.2496,0.2728,Medium
31,31760.34,5.9,5690.58,638,18970.49,11,1,debt_consolidation,0.5973,0.1792,Medium
28,39092.4,2.0,13672.57,764,8736.94,2,0,home_improvement,0.2235,0.3497,Low
49,30092.9,5.5,20147.26,606,2704.9,14,0,other,0.0899,0.6695,Medium
50,33390.5,5.5,25252.85,658,23568.01,4,1,education,0.7058,0.7563,High
30,53053.09,8.2,15363.38,642,4089.17,3,0,other,0.0771,0.2896,Medium
59,56325.02,0.5,8235.2,677,2091.9,9,0,debt_consolidation,0.0371,0.1462,Low
48,84577.41,4.3,13526.46,751,6545.77,12,0,business,0.0774,0.1599,Low
56,33493.72,0.3,16533.72,747,9739.62,9,1,home_improvement,0.2908,0.4936,Medium
33,49592.39,1.0,8445.61,703,4598.34,11,0,business,0.0927,0.1703,Medium
52,39781.28,2.0,10068.35,670,5616.1,7,0,education,0.1412,0.2531,Low
56,38400.18,6.1,13593.5,683,18817.92,7,0,debt_consolidation,0.49,0.354,Medium
57,41853.49,18.2,15261.65,764,4206.28,10,0,debt_consolidation,0.1005,0.3646,Low
46,44440.76,2.1,6280.49,563,9151.08,4,0,debt_consolidation,0.2059,0.1413,Low
42,55558.85,3.7,9594.5,626,12718.86,4,0,debt_consolidation,0.2289,0.1727,Low
24,41556.99,1.5,14531.98,595,2689.17,14,0,education,0.0647,0.3497,High
51,90550.71,5.6,17999.18,704,4785.8,13,0,business,0.0529,0.1988,Low
38,20906.17,2.3,14526.91,631,16051.87,0,0,home_improvement,0.7678,0.6948,High
58,83031.62,3.3,15917.69,523,12044.97,4,0,medical,0.1451,0.1917,Medium
44,40771.89,4.2,15582.13,600,3177.35,0,0,education,0.0779,0.3822,Low
43,44604.21,5.8,8159.27,663,3975.26,11,0,other,0.0891,0.1829,High
42,48785.69,0.3,30540.71,687,274.22,13,0,education,0.0056,0.626,Low
22,69760.35,4.0,10606.9,637,11800.6,3,0,education,0.1692,0.152,High
51,31566.58,2.8,8493.34,575,7610.47,6,0,medical,0.2411,0.2691,High
31,35297.6,0.7,5569.61,764,1206.15,10,0,other,0.0342,0.1578,Medium
48,62961.57,1.2,9798.23,691,8707.93,11,0,debt_consolidation,0.1383,0.1556,Low
52,20971.31,10.8,8807.49,685,5692.69,10,0,business,0.2714,0.42,High
25,48190.48,10.3,10657.99,672,8297.36,1,0,home_improvement,0.1722,0.2212,Medium
58,32896.95,0.2,16172.21,561,7815.7,13,0,debt_consolidation,0.2376,0.4916,Medium
30,29610.53,5.8,27275.91,659,4262.11,14,0,debt_consolidation,0.1439,0.9211,Medium
60,21606.9,4.0,21760.39,466,1685.41,0,0,debt_consolidation,0.078,1.0071,High
44,72124.64,14.1,3991.46,683,3100.82,1,0,medical,0.043,0.0553,Low
55,53072.43,11.9,24463.46,385,3196.6,6,0,debt_consolidation,0.0602,0.4609,Medium
64,35026.47,4.3,18264.36,589,1153.57,2,0,other,0.0329,0.5214,High
43,45148.89,0.7,39372.6,653,5094.38,4,0,other,0.1128,0.872,High
37,28383.37,3.1,9111.93,671,8599.67,0,0,business,0.303,0.321,Low
21,37492.91,6.5,7298.45,549,2422.01,9,0,education,0.0646,0.1947,Medium
51,44392.55,15.2,22447.78,596,6259.31,9,0,home_improvement,0.141,0.5057,Medium
51,50613.58,2.3,20999.36,547,7870.13,14,0,debt_consolidation,0.1555,0.4149,High
62,59637.02,7.7,8900.81,743,8049.51,9,0,education,0.135,0.1492,Low
62,19872.14,5.7,11470.89,593,2586.99,7,0,home_improvement,0.1302,0.5772,Medium
54,59729.9,0.4,17805.23,645,30189.56,3,0,medical,0.5054,0.2981,High
29,20686.82,4.1,16469.08,667,5046.77,12,0,medical,0.2439,0.7961,High
42,60825.64,1.0,13072.41,703,1839.94,9,0,other,0.0302,0.2149,Low
33,44061.63,5.8,14120.9,690,3496.69,1,0,education,0.0794,0.3205,Low
45,84603.42,4.7,8176.43,697,1458.3,7,0,home_improvement,0.0172,0.0966,Low
38,34988.11,18.1,11836.25,556,3479.07,9,0,business,0.0994,0.3383,Low
32,72433.2,13.7,5818.88,683,13288.88,13,0,home_improvement,0.1835,0.0803,Medium
60,27345.39,0.0,13316.06,539,7464.26,4,0,education,0.273,0.4869,High
37,51686.09,0.4,5872.91,682,17586.63,1,1,debt_consolidation,0.3403,0.1136,Medium
35,17694.33,7.3,6890.53,751,5656.97,8,0,other,0.3197,0.3894,High
62,76231.61,5.8,90417.33,562,13236.3,5,0,debt_consolidation,0.1736,1.1861,Medium
35,116242.84,8.1,4273.59,536,1728.53,7,0,business,0.0149,0.0368,Medium
35,34575.09,1.6,23979.43,783,1973.81,14,0,debt_consolidation,0.0571,0.6935,Medium
59,52120.59,9.5,15730.28,603,6796.14,11,0,medical,0.1304,0.3018,Low
33,61201.01,2.9,15997.21,696,9860.15,11,0,business,0.1611,0.2614,Low
37,22581.19,1.5,7043.2,521,9301.38,1,0,business,0.4119,0.3119,Medium
52,33706.52,0.1,20700.58,723,1920.71,12,0,education,0.057,0.6141,Low
29,32679.23,10.3,4489.2,735,16679.89,4,0,debt_consolidation,0.5104,0.1374,Low
60,163330.63,3.8,9934.54,777,852.48,10,0,home_improvement,0.0052,0.0608,Low
40,82693.91,18.5,13509.84,793,18214.76,2,0,business,0.2203,0.1634,Low
46,43978.61,6.3,36240.95,576,1697.01,7,0,home_improvement,0.0386,0.824,Medium
47,72368.06,0.4,19798.36,749,17476.08,0,0,debt_consolidation,0.2415,0.2736,Low
41,54481.95,4.4,10311.18,690,2953.3,8,0,home_improvement,0.0542,0.1893,Low
38,65941.19,0.1,11301.05,646,5569.59,5,0,home_improvement,0.0845,0.1714,Medium
33,28947.61,4.1,18845.37,669,4551.08,12,0,debt_consolidation,0.1572,0.651,High
36,97410.39,2.2,6456.16,815,1440.46,0,0,education,0.0148,0.0663,Low
29,33393.94,5.2,26002.95,577,5272.94,2,0,debt_consolidation,0.1579,0.7786,Medium
32,34269.6,3.9,12620.88,664,1859.64,12,0,medical,0.0543,0.3683,Medium
64,65848.61,1.5,7902.05,743,2993.05,7,0,home_improvement,0.0455,0.12,Low
58,58272.2,0.9,5785.11,675,39393.59,7,0,home_improvement,0.676,0.0993,Medium
39,49591.68,2.6,2986.22,545,5633.74,2,0,debt_consolidation,0.1136,0.0602,Low
27,74592.86,21.7,38218.88,658,3557.12,9,0,home_improvement,0.0477,0.5124,Low
55,27432.19,2.9,4307.09,512,9294.4,7,0,medical,0.3388,0.157,High
38,123275.48,6.9,17813.55,618,7727.07,14,0,business,0.0627,0.1445,Medium
36,38164.93,0.3,17331.44,551,2117.65,5,0,medical,0.0555,0.4541,Medium
59,46901.01,2.4,10036.34,600,2010.28,14,0,other,0.0429,0.214,Medium
24,124232.91,4.3,12481.27,731,13677.75,6,0,business,0.1101,0.1005,Low
45,34381.71,7.0,10503.95,608,6100.17,1,0,debt_consolidation,0.1774,0.3055,Medium
52,81758.19,3.8,15271.17,645,27414.57,0,0,home_improvement,0.3353,0.1868,Low
60,44039.36,3.6,10578.08,780,1043.72,10,0,education,0.0237,0.2402,Low
33,32179.43,7.2,11231.41,673,13487.55,12,0,education,0.4191,0.349,Medium
37,40462.48,1.9,12712.49,645,7358.53,12,0,education,0.1819,0.3142,Low
57,65064.87,0.5,19438.29,626,2140.19,0,0,business,0.0329,0.2987,Medium
26,81400.21,2.1,19141.57,679,7106.45,13,1,other,0.0873,0.2352,Medium
39,54874.44,0.9,12395.77,756,1693.74,2,0,home_improvement,0.0309,0.2259,Low
33,22049.12,16.9,11478.25,573,7126.25,6,1,education,0.3232,0.5206,High
46,67357.25,4.3,18730.5,680,11610.4,8,0,home_improvement,0.1724,0.2781,Medium
34,45658.0,3.0,7975.63,548,4228.02,14,0,home_improvement,0.0926,0.1747,Low
51,28247.45,12.2,6638.55,503,3792.14,12,0,debt_consolidation,0.1342,0.235,High
24,58290.64,11.5,5973.21,675,2424.86,1,0,medical,0.0416,0.1025,Low
59,86415.28,2.7,15421.32,662,11423.45,5,0,debt_consolidation,0.1322,0.1785,Medium
28,49185.76,10.4,25759.88,497,5653.72,7,0,debt_consolidation,0.1149,0.5237,High
45,77782.08,0.3,13940.02,578,3599.8,10,1,debt_consolidation,0.0463,0.1792,Low
33,61771.54,10.8,15654.01,605,15406.57,8,0,education,0.2494,0.2534,Low
52,62171.51,1.9,9782.33,684,12966.74,9,0,debt_consolidation,0.2086,0.1573,Medium
58,42077.0,4.2,15618.12,765,4905.23,11,0,debt_consolidation,0.1166,0.3712,Medium
58,73817.29,1.6,14503.43,547,5239.07,2,1,business,0.071,0.1965,Medium
48,77426.89,20.9,17849.4,630,11423.74,4,0,home_improvement,0.1475,0.2305,Low
50,72862.83,0.4,3182.65,788,4880.26,4,0,other,0.067,0.0437,Low
23,41902.75,3.0,17276.66,751,1571.42,11,0,medical,0.0375,0.4123,Low
48,80220.94,4.9,19504.36,466,5666.62,10,0,home_improvement,0.0706,0.2431,Medium
23,59465.84,4.8,19229.36,621,8512.82,7,0,debt_consolidation,0.1432,0.3234,High
54,30146.9,6.7,12422.42,682,13248.23,0,0,business,0.4394,0.412,Medium
36,40507.96,6.4,38294.12,708,19013.37,10,0,other,0.4694,0.9453,High
42,37601.36,7.9,23446.22,740,24160.87,2,0,education,0.6425,0.6235,Low
52,18143.21,1.3,31919.52,511,3832.78,5,0,education,0.2112,1.7592,High
58,80959.68,2.3,17536.54,667,5048.89,5,0,home_improvement,0.0624,0.2166,Low
28,231097.13,2.4,13369.11,669,1264.12,3,0,debt_consolidation,0.0055,0.0579,Low
28,89695.33,15.6,19053.07,740,2812.61,14,0,other,0.0314,0.2124,Low
26,53179.57,2.6,9176.3,690,1259.29,4,0,home_improvement,0.0237,0.1725,Low
34,37876.67,1.3,21959.7,688,16293.01,9,0,debt_consolidation,0.4301,0.5798,High
52,30867.47,5.0,10174.09,680,4890.53,12,1,debt_consolidation,0.1584,0.3296,Medium
55,52855.8,2.8,9381.37,650,5611.13,2,0,debt_consolidation,0.1062,0.1775,Low
30,79550.97,1.4,6064.74,745,9236.82,14,0,home_improvement,0.1161,0.0762,Low
23,34986.19,6.3,24430.94,571,4999.8,12,0,medical,0.1429,0.6983,High
32,176686.12,1.1,44735.2,749,5575.87,3,0,debt_consolidation,0.0316,0.2532,Low
51,24538.62,5.0,30358.87,635,3698.27,13,0,education,0.1507,1.2371,High
49,54844.06,2.8,22939.61,606,6255.46,13,0,debt_consolidation,0.1141,0.4183,Medium
25,50774.38,1.9,23331.88,634,13648.33,9,0,debt_consolidation,0.2688,0.4595,Low
45,49183.49,14.6,22855.58,635,22284.4,9,1,debt_consolidation,0.4531,0.4647,High
61,36885.45,2.0,12383.47,795,2817.83,0,0,business,0.0764,0.3357,Low
51,51084.34,2.1,10626.94,552,11350.18,5,0,medical,0.2222,0.208,High
41,39148.38,10.2,7448.84,546,1701.43,4,0,education,0.0435,0.1903,Low
40,93334.46,0.7,40829.83,565,1700.11,13,0,medical,0.0182,0.4375,Medium
59,110236.91,0.6,11845.35,632,3388.85,13,0,medical,0.0307,0.1075,Low
42,40365.4,1.7,14551.92,587,3222.82,4,0,debt_consolidation,0.0798,0.3605,High
24,21536.72,4.5,6809.46,458,3554.63,11,0,business,0.165,0.3162,High
33,57458.81,2.4,8396.77,595,3727.1,12,1,education,0.0649,0.1461,High
62,56432.31,4.7,7400.38,557,7633.82,3,0,other,0.1353,0.1311,High
40,51668.63,0.9,10769.24,729,14559.89,8,0,education,0.2818,0.2084,Medium
33,63989.63,1.5,19586.75,700,21298.46,10,0,medical,0.3328,0.3061,High
37,97808.22,4.2,17672.91,678,8737.03,12,0,home_improvement,0.0893,0.1807,Low
56,74346.07,1.2,19169.92,512,13601.05,10,1,education,0.1829,0.2578,Medium
53,63941.1,2.7,13233.02,763,2474.48,8,0,home_improvement,0.0387,0.207,Low
21,71464.62,4.3,20937.12,584,9404.03,12,0,debt_consolidation,0.1316,0.293,Medium
35,55588.85,18.2,12228.71,715,3094.63,4,1,debt_consolidation,0.0557,0.22,Low
33,30554.88,0.4,17564.84,699,12442.88,6,1,medical,0.4072,0.5748,Medium
